SessionId,Start,Competition (Text),Season,Score,Home-Away (Text),Team Name,Formation Played (Text),Opposition Formation (Text),Opposition,Fouls Won - Opposition,Successful Dribbles - Team,Aerials Duels Won % - Team,Free Kicks - Goal Scored 2nd Phase,Shots Outside The Box - Opposition,Fouls Won - Team,Free Kicks - Attempt at Goal 1st Phase,Crossing Accuracy % - Team,Successful Dribbles - Opposition,Free Kicks - No Contact - Team Foul,Tackles - Opposition,Shots On Target - Opposition,Crosses - Team,Long Passes - Team,Free Kicks - Team,Free Kicks - Opposition Counter Attacks,Total Passes In Final Third - Opposition,Long Passes Proportion % - Team,Corners - No Contact - Team Foul,Passes - Opposition,Corners - Passed Short,Possession % - Opposition,Corners - Attempt at Goal 1st Phase,Free Kicks - Team first contact,Long Passes Proportion % - Opposition,Blocked Shots - Opposition,Passing Accuracy % - Team,Shots - Opposition,Shots - Team,Corners - No Contact - Direct Shot at Goal,Headed Shots - Team,Crosses - Opposition,Crossing Accuracy % - Opposition,Duels - Opposition,Penalties Scored,Interceptions - Team,Free Kicks - Opposition First Contact,Corners - Maintain Possession,Yellow Cards - Team,Aerials Duels Won % - Opposition,Passing Accuracy % - Opposition,Shots Outside The Box - Team,Passes In Opposition Half - Team,Free Kicks - Goal Scored 1st Phase,Clearances - Opposition,Passing Accuracy In Final Third % - Opposition,Free Kicks - Offside,Corners - Lose Possession,Recoveries - Team,Shots Inside The Box - Team,Passes In Opposition Half - Opposition,Corners - Attempt at Goal 2nd Phase,Corners - Offside,Corners - Win Set Play (Including Throw In),Goals - Team,Final Third Entries - Team,Tackle Success Rate % - Team,Offsides - Team,Key Passes - Opposition,Corners - Opposition Counter Attacks,Shooting Accuracy % - Opposition,Passing Accuracy In Final Third % - Team,Through Balls - Opposition,Interceptions - Opposition,Corners - Opposition,Headed Shots - Opposition,Shooting Accuracy % - Team,Aerial Duels - Opposition,Corners - No Contact - Ball Hit Out of Play,Red Cards - Opposition,Aerial Duels - Team,Free Kicks - Lose Possession,Duels Success Rate % - Opposition,Corners - Goal Scored 2nd Phase,Free Kicks - Passed Short,Tackles - Team,Penalty Area Entries - Team,Corners - Opposition First Contact,Through Balls - Team,Penalty Area Entries - Opposition,Goals - Opposition,Tackle Success Rate % - Opposition,Free Kicks - No Contact - Ball Hit Out of Play,Recoveries - Opposition,Free Kicks - Attempt at Goal 2nd Phase,Final Third Entries - Opposition,Free Kicks - Maintain Possession,Passes - Team,Free Kicks - No Contact - Direct Shot at Goal,Corners - Goal Scored 1st Phase,Red Cards - Team,Total Open Play Crosses - Team,Shot Accuracy Excluding Blocked Shots % - Opposition,Shot Accuracy Excluding Blocked Shots % - Team,Duels Success Rate % - Team,Yellow Cards - Opposition,Free Kicks - Win Set Play (Including Throw In),Long Passes - Opposition,Key Passes - Team,Offsides - Opposition,Total Passes In Final Third - Team,Corners - Team,Clearances - Team,Corners - Team first contact,Total Open Play Crosses - Opposition,Possession % - Team,Duels - Team,Blocked Shots - Team,Passing Accuracy In Opposition Half % - Team,Shots Inside The Box - Opposition,Shots On Target - Team,Passing Accuracy In Opposition Half % - Opposition
A7B7467F-A9C5-4D7E-9AAB-7B9BE160F7DE,2020-09-25 00:00:00,English Premier League,2020/2021,1-3,Away,First Team,4-2-3-1,4-4-2,West Bromwich Albion,10,14,53.3,0,2,18,4,0.2,9,0,35,2,19,113,6,0,65,4.7,0,290,2,39.3,0,1,3.2,0,75.1,9,25,0,1,12,0.3,127,0,9,0,2,2,46.7,55.5,15,187,1,23,56.9,0,2,67,10,141,2,0,0,3,66,72.7,3,6,0,22.2,69.4,0,19,3,2,32,30,0,0,30,0,53.5,0,1,11,17,3,0,14,1,62.9,0,76,0,26,1,527,4,0,0,14,22.2,44.4,46.5,1,0,92,14,6,98,6,13,1,8,60.7,127,7,75.4,7,8,55.3
9AC5DABF-8B36-4C34-85B3-E69A09947CD2,2020-10-05 00:00:00,English Premier League,2020/2021,0-4,Home,First Team,4-2-3-1,4-1-4-1,Fulham,11,7,55,0,3,15,2,0.2,11,0,23,9,15,72,5,2,115,7.1,1,386,0,44.6,1,0,5.8,3,78.2,16,9,0,1,29,0.2,110,0,10,1,0,2,45,72.8,3,160,0,16,73,0,2,47,6,207,0,0,0,0,48,95,0,14,0,56.2,76.3,1,20,8,2,22.2,20,0,0,20,1,50,0,2,20,6,1,1,18,4,60.9,0,53,0,33,0,509,2,0,0,11,69.2,33.3,50,3,0,66,4,3,93,3,22,1,20,55.4,110,3,75.6,13,2,72.5
D28C6FD7-D3E1-4697-98EE-B85E3ABD6AF9,2020-10-19 00:00:00,English Premier League,2020/2021,2-1,Away,First Team,4-2-3-1,4-3-3,Stoke City,8,14,58.3,0,5,10,0,0.3,12,0,23,3,16,58,1,1,103,10.2,0,508,1,45.6,1,0,6.2,3,86.7,7,26,0,0,9,0.1,96,0,6,0,2,0,41.7,81.1,12,289,0,16,77.7,0,2,48,14,196,1,0,0,2,65,76.5,2,4,0,42.9,79.7,0,14,3,0,34.6,12,0,0,12,0,50,0,1,17,19,4,1,13,1,60.9,0,40,0,38,0,593,0,0,0,11,75,39.1,50,0,0,82,22,4,128,6,11,1,6,54.4,96,3,86.5,2,9,80.6
844797A0-39E5-480D-AEC2-7470C83914AC,2020-10-23 00:00:00,English Premier League,2020/2021,1-0,Home,First Team,4-2-3-1,4-2-3-1,Fulham,19,2,61.1,0,2,10,1,0.1,8,0,21,1,20,73,1,0,72,10.1,0,403,0,37.1,1,0,4.7,2,87.3,8,14,0,4,10,0.2,93,0,11,1,1,3,38.9,74.7,5,322,0,10,75,0,1,58,9,150,0,0,0,0,60,66.7,1,7,1,12.5,72.1,0,15,4,0,50,18,0,0,18,0,59.1,0,0,15,10,3,1,15,1,61.9,0,66,0,52,0,734,0,0,0,15,16.7,50,40.9,1,0,85,11,5,129,4,3,1,7,62.9,93,0,82.6,6,7,75.3
27EC8EB3-3B4D-445F-B151-70561B2186B4,2020-10-30 00:00:00,English Premier League,2020/2021,3-2,Home,First Team,4-2-3-1,4-2-3-1,Reading,14,5,66.7,0,4,11,3,0.2,6,0,18,5,37,66,6,0,50,7.6,0,345,7,42.7,4,0,5,0,80.2,8,16,0,1,8,0.2,79,0,8,2,3,3,33.3,74.5,7,249,0,29,72,0,1,51,9,83,3,0,2,2,48,69.2,1,5,0,62.5,64.3,0,13,6,0,37.5,12,0,1,12,2,53.2,1,1,13,14,5,0,5,3,72.2,1,45,0,24,0,501,2,0,1,27,62.5,54.5,46.8,4,1,69,10,3,140,14,15,2,2,57.3,79,5,73.5,4,6,69.9
18612E75-EBC0-43A4-BB1E-CC784F0F801D,2020-11-06 00:00:00,English Premier League,2020/2021,4-3,Home,First Team,4-2-3-1,4-1-4-1,Norwich City,9,24,65,0,4,22,1,0.4,19,0,30,7,15,95,3,0,78,4.4,0,409,1,47.8,3,0,5.1,4,74.3,14,18,0,4,14,0.1,153,1,20,0,2,2,35,73.6,6,161,0,12,57.7,0,1,54,12,144,0,0,0,3,41,69,0,8,1,50,71.3,0,13,4,2,38.9,20,0,0,20,1,42.5,0,1,29,16,3,0,15,4,76.7,1,52,1,42,0,416,1,1,0,7,70,46.7,57.5,3,0,80,16,5,94,8,13,4,10,52.2,153,3,77.6,10,7,62.5
F7ECCFCF-52F5-456B-93D0-1114FFA909EC,2020-11-21 00:00:00,English Premier League,2020/2021,5-0,Away,B Team,4-2-3-1,4-2-3-1,Manchester United,3,10,20,0,8,14,2,0.3,5,0,19,4,10,64,4,0,161,8.1,0,521,3,51,0,0,8.5,6,84.3,22,18,0,1,29,0.3,69,0,8,0,3,0,80,84.5,6,177,0,16,73.9,0,0,42,12,281,0,0,1,5,54,53.8,1,16,0,18.2,80.6,0,12,9,5,55.6,5,0,0,5,0,44.9,0,3,13,17,1,0,20,0,89.5,0,52,1,68,1,521,1,0,0,9,25,66.7,55.1,0,0,61,16,1,103,4,22,0,22,49,69,3,81.9,14,10,81.5
87EF778F-5A72-4FE3-8F1F-1915D840F038,2020-11-23 00:00:00,English Premier League,2020/2021,0-2,Home,First Team,4-2-3-1,4-4-2,Sunderland,15,17,73.3,0,3,12,3,0.2,3,0,24,3,28,86,7,0,75,5.2,0,370,3,47.3,2,1,4.6,1,75.2,11,21,0,3,13,0.2,113,0,14,2,2,3,26.7,74.9,10,202,0,25,57.3,0,3,51,11,126,2,0,1,0,48,66.7,1,11,0,27.3,64.2,2,17,6,1,42.9,15,0,0,15,2,40.7,0,1,27,13,5,0,20,2,50,0,45,1,45,0,447,3,0,0,18,30,56.2,59.3,2,1,80,13,3,120,11,14,2,8,52.7,113,5,72.8,8,9,63.5
8CCEDECE-258E-437E-8423-A7D18F75824D,2020-11-30 00:00:00,English Premier League,2020/2021,0-3,Away,First Team,4-2-3-1,3-5-2,Norwich City,15,11,62.5,0,3,14,2,0.3,14,0,18,7,13,36,3,0,138,12.3,0,409,2,47.7,2,0,6.3,4,82.2,12,9,0,3,8,0,100,0,9,1,1,3,37.5,80.7,5,173,0,15,78.3,0,1,52,4,217,1,0,0,0,47,60,1,10,0,58.3,71.7,0,20,5,0,44.4,8,0,0,8,1,50,0,0,20,8,1,0,20,3,66.7,0,59,0,45,0,444,2,0,0,9,87.5,44.4,50,1,0,65,6,7,92,5,19,2,7,52.3,100,0,78,9,4,81.6
3C088A28-FCDE-4DB8-BA11-1E522C26B78D,2020-12-11 00:00:00,English Premier League,2020/2021,3-2,Away,First Team,3-4-2-1,3-4-2-1,Leeds United,14,6,40,0,7,16,2,0.3,5,0,19,5,3,71,3,0,124,6.3,0,583,1,54.2,0,0,6.6,2,78.1,15,8,0,0,24,0.2,102,0,28,0,1,3,60,79.8,4,103,0,4,65.3,0,0,52,4,273,0,0,0,3,33,63,0,10,0,33.3,75,0,17,4,4,62.5,15,0,0,15,0,46.1,0,1,27,7,0,0,13,2,73.7,0,58,0,52,1,447,2,0,1,3,38.5,62.5,53.9,4,0,88,5,3,40,1,27,0,18,45.8,102,0,79.6,8,5,70.7
C3E71ACE-1047-42DB-AB91-51ACD4F3CFE6,2020-12-21 00:00:00,English Premier League,2020/2021,3-0,Away,First Team,5-4-1,4-2-3-1,Sunderland,13,5,58.3,0,3,12,1,0.1,13,0,20,10,7,39,2,1,157,12.4,0,645,0,56.2,0,0,8.7,1,84.7,16,3,0,0,14,0.3,85,0,15,1,0,1,41.7,86.4,2,185,0,9,80.3,0,0,44,1,284,0,0,0,0,52,70,1,11,0,62.5,72.1,2,15,6,1,33.3,12,0,0,12,0,60,0,0,10,8,0,0,12,3,75,0,58,0,50,0,484,1,0,0,6,66.7,50,40,1,0,74,2,3,86,0,16,0,8,43.8,85,1,78.4,13,1,83.5
006E9A16-A389-419A-AC87-38D90B00B8EE,2021-02-01 00:00:00,English Premier League,2020/2021,0-2,Home,First Team,4-2-3-1,4-4-2,Leeds United,15,11,53.1,0,2,14,0,0.1,5,0,21,2,9,85,0,0,151,5,0,469,0,52.1,0,0,4.9,0,69.9,8,7,0,1,19,0.2,126,1,11,0,1,2,46.9,68.9,1,95,0,7,65.6,0,0,65,6,262,0,0,0,0,53,78.6,2,4,0,25,64.1,1,14,9,1,57.1,32,0,0,32,0,44.4,0,0,28,7,1,1,9,2,71.4,0,60,0,43,0,422,0,0,0,8,25,57.1,55.6,3,0,96,3,0,39,1,26,0,9,47.9,126,0,71.6,6,4,69.5
6237FDEF-B941-43FF-A40E-A50CD97E947F,2021-02-22 00:00:00,English Premier League,2020/2021,3-2,Home,First Team,4-2-3-1,4-2-3-1,Sunderland,13,12,50,0,8,12,1,0.6,16,0,15,6,5,77,1,0,133,6.9,0,488,0,45.9,1,0,10.2,8,83.1,15,18,0,1,21,0.3,107,1,18,0,1,3,50,78.7,4,186,0,7,72.2,0,1,63,14,236,0,0,0,3,50,62.5,2,13,0,40,83.3,1,11,6,2,50,14,0,1,14,0,47.7,0,1,24,12,1,0,18,2,46.7,0,64,0,43,0,534,0,0,1,2,85.7,60,52.3,3,0,48,12,5,90,3,17,2,17,54.1,107,3,83.9,7,9,73.7
8F2EB0E5-ECAD-45E7-9A52-CC0D10194F9B,2021-03-01 00:00:00,English Premier League,2020/2021,1-2,Home,First Team,4-2-3-1,4-2-3-1,Middlesbrough,10,12,55,0,6,13,0,0.3,11,0,22,5,15,80,0,0,100,7.1,0,457,1,45.2,2,0,6.7,1,84.2,9,16,0,1,11,0.3,103,0,14,0,2,2,45,78.1,5,229,0,20,69,0,0,51,11,185,2,0,0,1,54,66.7,3,7,0,55.6,80.1,0,18,5,1,37.5,20,0,0,20,0,50.5,0,0,15,13,2,1,12,2,72.7,0,52,0,31,0,568,0,0,0,10,62.5,46.2,49.5,6,0,68,11,2,136,6,18,3,4,54.8,103,3,82.1,3,6,72.4
08903744-A613-42B5-A963-0958817B3A68,2021-03-05 00:00:00,English Premier League,2020/2021,2-1,Away,First Team,4-2-3-1,4-3-3,Swansea City,12,10,45.8,0,5,18,4,0.2,13,0,22,8,14,76,7,0,107,7.5,0,312,0,36.1,0,2,4.3,4,81.9,18,9,0,3,16,0.2,114,0,8,3,2,1,54.2,67,3,179,0,11,65.4,0,0,46,6,168,0,0,0,1,44,86.7,3,9,0,44.4,73.8,2,8,5,4,22.2,24,0,1,24,2,52.6,0,1,15,13,2,1,12,2,54.5,0,47,0,41,1,570,1,0,0,7,57.1,33.3,47.4,1,0,72,6,1,80,2,14,0,11,63.9,114,3,77.7,13,2,67.9
4CF703AE-5F03-459D-B747-0958A6FD713B,2021-03-08 00:00:00,English Premier League,2020/2021,1-1,Home,First Team,4-2-3-1,4-2-3-1,Stoke City,17,12,59.5,0,2,14,1,0.4,9,0,25,2,11,96,3,0,80,6.4,0,321,0,35.2,0,0,2.9,1,77.1,4,14,0,1,17,0.1,138,0,7,1,0,1,40.5,57.3,3,234,0,11,62.5,0,2,60,11,156,0,0,0,1,64,84.2,4,3,0,50,80.9,0,21,6,0,35.7,42,0,0,42,1,49.3,0,1,19,17,2,0,10,1,80,0,48,1,33,0,616,1,0,0,8,66.7,38.5,50.7,2,0,111,11,5,110,2,16,0,11,64.8,138,1,82.5,2,5,61.5
2B2F005C-02A5-4B6A-879B-F28800D910B0,2021-03-15 00:00:00,English Premier League,2020/2021,2-1,Home,First Team,4-2-3-1,4-1-4-1,Crystal Palace,16,19,48,0,4,19,4,0.2,17,0,32,7,18,85,7,1,68,4.6,0,466,2,56,2,1,6.1,2,65.6,11,10,0,3,8,0.4,164,0,11,3,2,0,52,80.3,3,168,0,21,70.6,0,2,49,7,135,0,0,1,1,40,66.7,0,6,0,63.6,60.5,0,22,5,3,50,25,0,0,25,1,47.6,0,1,36,14,2,0,13,2,87.5,0,67,0,41,1,393,2,0,0,8,77.8,71.4,52.4,1,0,76,7,5,81,7,4,3,4,44,164,3,62.5,7,5,70.4
E6698A91-2743-4682-AD9F-4C285954DE57,2021-03-19 00:00:00,English Premier League,2020/2021,0-1,Away,First Team,4-2-3-1,4-2-3-1,Middlesbrough,7,10,60,0,2,13,1,0.2,13,0,12,4,22,87,3,0,61,6.1,0,531,1,50.2,2,1,9.2,4,85.4,14,13,0,2,11,0.4,87,0,17,1,4,1,40,87.8,3,210,0,19,73.8,0,2,48,10,139,0,0,1,1,44,68.2,4,11,0,28.6,72.3,1,8,4,2,46.2,10,1,0,10,1,41.4,0,1,22,15,5,0,14,0,50,0,52,0,32,0,535,0,0,0,12,40,66.7,58.6,1,1,58,9,5,119,9,5,2,8,49.8,87,4,79,12,6,79.1
C0396022-0190-455A-85A7-2B37F4249B38,2021-03-26 00:00:00,English Premier League,2020/2021,2-2,Home,First Team,4-2-3-1,4-2-3-1,Burnley,18,7,47.6,0,2,9,1,0.4,14,0,19,4,10,78,2,0,108,5.8,0,483,0,50.8,1,0,5.6,3,74,12,10,0,2,13,0.3,108,0,21,0,0,6,52.4,74.5,3,162,0,12,63,0,2,68,7,208,1,0,1,2,45,78.9,3,8,0,33.3,71.4,1,27,4,3,40,21,0,1,21,1,57.4,0,1,19,12,3,0,13,2,78.9,0,67,0,45,0,453,1,0,0,5,44.4,50,42.6,3,0,86,9,4,70,5,17,2,8,49.2,108,2,74.1,10,4,69.7
F8DE6433-ED71-4AC1-9713-730F0FDB7A12,2021-04-12 00:00:00,English Premier League,2020/2021,4-0,Home,First Team,4-2-3-1,4-2-3-1,Reading,13,11,50,0,6,12,0,0.1,12,0,17,8,11,63,0,0,133,7.4,0,656,1,56.9,0,0,9.1,2,79.3,15,9,0,0,12,0.3,102,0,19,0,2,2,50,83.1,6,147,0,7,75.9,0,1,65,3,285,1,0,0,0,45,70,1,10,0,53.3,67.1,2,15,5,2,55.6,16,0,0,16,0,49,0,0,20,9,2,2,11,4,70.6,0,67,0,59,0,468,0,0,0,8,61.5,83.3,51,1,0,72,8,2,70,4,19,1,9,43.1,102,3,74.8,9,5,79.3
1D1722C7-444D-41C9-97BB-719C5A2E30ED,2021-04-19 00:00:00,English Premier League,2020/2021,2-1,Away,First Team,4-2-3-1,4-2-3-1,West Ham United,11,12,33.3,0,5,14,0,0.2,8,0,28,5,12,88,1,0,138,5.6,0,468,0,49.1,1,0,6.6,6,78.1,17,9,0,2,18,0.3,128,0,9,1,0,2,66.7,76.9,2,167,0,10,73.9,0,0,58,7,216,0,0,0,1,48,77.3,0,14,2,29.4,72.5,0,18,11,5,55.6,33,1,0,33,0,53.9,0,0,22,12,2,0,9,2,82.1,0,63,0,41,1,493,0,0,0,8,45.5,62.5,46.1,1,0,71,6,1,69,3,20,0,13,50.9,128,1,78.4,12,5,75.5
6364BA67-256A-4579-AA06-3880DA97F47E,2021-04-26 00:00:00,English Premier League,2020/2021,2-0,Away,First Team,4-2-3-1,3-4-1-2,Burnley,9,11,50,0,3,12,2,0.1,7,0,25,2,12,71,3,0,128,7,0,455,2,48.2,0,0,4.8,2,79.8,8,12,0,1,26,0.3,110,0,14,1,2,2,50,75.2,4,212,0,14,68.8,0,1,51,8,234,0,0,0,2,55,65,2,6,0,25,75.7,0,13,6,2,58.3,26,0,0,26,1,49.1,0,1,20,13,1,0,11,0,60,0,65,0,48,0,494,1,0,0,10,33.3,63.6,50.9,2,0,94,10,5,103,3,19,0,20,51.8,110,1,81.1,5,7,76.1
FE883895-63D2-4894-A048-711DAA876577,2021-05-02 00:00:00,English Premier League,2020/2021,1-1,Away,First Team,4-1-4-1,4-2-3-1,Aston Villa,18,13,52.9,1,5,14,1,0.3,7,0,21,3,28,81,3,0,69,7.1,0,490,1,46.2,1,1,7.9,2,80.1,9,16,0,4,4,0,112,0,25,1,1,2,47.1,77.6,8,270,0,24,72.5,0,1,61,8,148,2,0,0,1,58,59.1,1,7,0,33.3,75.7,0,11,0,1,18.8,17,0,0,17,0,48.2,0,0,22,17,3,0,6,1,71.4,0,61,0,53,1,578,1,0,0,22,42.9,27.3,51.8,2,0,62,14,2,173,5,5,1,3,53.8,112,5,78.9,4,3,75.7
E471CE98-705B-470C-9EC2-7A25E7D2F664,2021-05-04 00:00:00,English Premier League,2020/2021,3-1,Away,B Team,4-2-3-1,3-4-2-1,Middlesbrough,11,6,33.3,0,5,15,1,0.2,12,0,17,3,19,54,3,0,122,8.4,0,461,1,51.2,0,1,4.7,3,79.3,11,21,0,3,26,0.2,102,0,18,1,0,1,77.8,77.9,8,209,0,17,72.1,0,3,55,13,209,1,0,0,1,49,68.8,0,9,0,27.3,72.1,0,21,9,1,38.1,9,1,0,9,1,46.1,0,1,32,18,2,0,13,3,76.5,0,58,0,50,1,455,0,0,0,13,37.5,53.3,54.9,1,0,98,18,2,136,4,18,0,17,48.8,102,6,75.6,6,8,73.2
AC2756CA-D929-4C1D-A4FB-AFAB95D6F74D,2021-05-07 00:00:00,English Premier League,2020/2021,1-2,Away,First Team,4-2-3-1,4-3-3,Wolverhampton Wanderers,13,11,63.2,0,2,14,2,0.2,6,0,27,4,33,91,5,0,64,6.6,1,358,4,40.2,5,0,4.6,3,77.9,8,29,0,2,6,0.2,113,1,8,2,1,2,36.8,69,12,329,0,39,70.3,0,5,51,17,140,2,0,1,1,72,78.3,0,6,0,50,72.8,0,13,3,1,27.6,19,0,1,19,2,46.9,0,2,23,21,4,1,11,2,51.9,0,43,1,45,0,605,1,0,0,21,80,44.4,53.1,3,0,78,20,0,169,14,7,5,3,59.8,113,11,78.1,6,8,76.4